DOI,Title,year,Abstract,semantic_scholar_id,url,PMID,PMCID,intent,isinfluential,journal_title,Journal_id
       performed once. Having at least one risky APOE allele was associated with more 
       rapid longitudinal cognitive decline compared to those with no risky alleles. 
       Some evidence from the cross-sectional analysis of domain-specific cognitive 
       assessments suggested that APOE genotype may be more closely associated with 
       working memory and declarative learning than with attention. Most genetic studies 
       of cognition include only populations of European descent; extension is crucial. 
       This study confirmed the association between APOE genotype and the rate of 
       cognitive decline in a predominantly Han Chinese population. Additional studies 
       on diverse populations are warranted.",87bb593bee5a4b1da262a86a7deebcc548c1472b,https://www.semanticscholar.org/paper/87bb593bee5a4b1da262a86a7deebcc548c1472b,30339707,PMC6195295,,False,PloS one,101285081
10.3389/fnagi.2018.00296,"Alzheimer’s Biomarkers From Multiple Modalities Selectively Discriminate Clinical Status: Relative Importance of Salivary Metabolomics Panels, Genetic, Lifestyle, Cognitive, Functional Health and Demographic Risk Markers",2018.0,"Background: Among the neurodegenerative diseases of aging, sporadic Alzheimer's 
       disease (AD) is the most prevalent and perhaps the most feared. With virtually no 
       success at finding pharmaceutical therapeutics for altering progressive AD after 
       diagnosis, research attention is increasingly directed at discovering biological 
       and other markers that detect AD risk in the long asymptomatic phase. Both early 
       detection and precision preclinical intervention require systematic investigation 
       of multiple modalities and combinations of AD-related biomarkers and risk 
       factors. We extend recent unbiased metabolomics research that produced a set of 
       metabolite biomarker panels tailored to the discrimination of cognitively normal 
       (CN), cognitively impaired and AD patients. Specifically, we compare the 
       prediction importance of these panels with five other sets of modifiable and 
       non-modifiable AD risk factors (genetic, lifestyle, cognitive, functional health 
       and bio-demographic) in three clinical groups. Method: The three groups were: CN 
       (n = 35), mild cognitive impairment (MCI; n = 25), and AD (n = 22). In a series 
       of three pairwise comparisons, we used machine learning technology random forest 
       analysis (RFA) to test relative predictive importance of up to 19 risk biomarkers 
       from the six AD risk domains. Results: The three RFA multimodal prediction 
       analyses produced significant discriminating risk factors. First, discriminating 
       AD from CN was the AD metabolite panel and two cognitive markers. Second, 
       discriminating AD from MCI was the AD/MCI metabolite panel and two cognitive 
       markers. Third, discriminating MCI from CN was the MCI metabolite panel and seven 
       markers from four other risk modalities: genetic, lifestyle, cognition and 
       functional health. Conclusions: Salivary metabolomics biomarker panels, 
       supplemented by other risk markers, were robust predictors of: (1) clinical 
       differences in impairment and dementia and even; (2) subtle differences between 
       CN and MCI. For the latter, the metabolite panel was supplemented by biomarkers 
       that were both modifiable (e.g., functional) and non-modifiable (e.g., genetic). 
       Comparing, integrating and identifying important multi-modal predictors may lead 
       to novel combinations of complex risk profiles potentially indicative of 
       neuropathological changes in asymptomatic or preclinical AD.",481827896a2718142ef78108c6774397a4aabfb5,https://www.semanticscholar.org/paper/481827896a2718142ef78108c6774397a4aabfb5,30333744,PMC6175993,,False,Frontiers in aging neuroscience,101525824
10.3389/fnagi.2018.00289,Apolipoprotein E ε4 Specifically Modulates the Hippocampus Functional Connectivity Network in Patients With Amnestic Mild Cognitive Impairment,2018.0,"The presence of both apolipoprotein E (APOE) ε4 allele and amnestic mild 
       cognitive impairment (aMCI) are considered to be risk factors for Alzheimer's 
       disease (AD). Numerous neuroimaging studies have suggested that the modulation of 
       APOE ε4 affects intrinsic functional brain networks, both in healthy populations 
       and in AD patients. However, it remains largely unclear whether and how ε4 allele 
       modulates the brain's functional network architecture in subjects with aMCI. 
       Using resting-state functional magnetic resonance imaging (fMRI) and graph-theory 
       approaches-functional connectivity strength (FCS), we investigate the topological 
       organization of the whole-brain functional network in 28 aMCI ε4 carriers and 38 
       aMCI ε3ε3 carriers. In the present study, we first observe that ε4-related FCS 
       increases in the right hippocampus/parahippocampal gyrus (HIP/PHG). Subsequent 
       seed-based resting-state functional connectivity (RSFC) analysis revealed that, 
       compared with the ε3ε3 carriers, the ε4 carriers had lower or higher RSFCs 
       between the right HIP/PHG seed and the bilateral medial prefrontal cortex (MPFC) 
       or the occipital cortex, respectively. Further correlation analyses have revealed 
       that the FCS values in the right HIP/PHG and lower HIP/PHG-RSFCs with the 
       bilateral MPFC were significantly correlated with the impairment of episodic 
       memory and executive function in the aMCI ε4 carriers. Importantly, the logistic 
       regression analysis showed that the HIP/PHG-RSFC with the bilateral MPFC 
       predicted aMCI-conversion to AD. These findings suggest that the APOE ε4 allele 
       may modulate the large-scale brain network in aMCI subjects, facilitating our 
       understanding of how the entire assembly of the brain network reorganizes in 
       response to APOE variants in aMCI. Further longitudinal studies need to be 
       conducted, in order to examine whether these network measures could serve as 
       primary predictors of conversion from aMCI ε4 carriers to AD.",1045290d5c5bebdca3fcdc70920174488a840369,https://www.semanticscholar.org/paper/1045290d5c5bebdca3fcdc70920174488a840369,30319395,PMC6170627,,False,Frontiers in aging neuroscience,101525824
10.1152/physrev.00050.2017,Blood-Brain Barrier: From Physiology to Disease and Back.,2019.0,"The blood-brain barrier (BBB) prevents neurotoxic plasma components, blood cells, 
       and pathogens from entering the brain. At the same time, the BBB regulates 
       transport of molecules into and out of the central nervous system (CNS), which 
       maintains tightly controlled chemical composition of the neuronal milieu that is 
       required for proper neuronal functioning. In this review, we first examine 
       molecular and cellular mechanisms underlying the establishment of the BBB. Then, 
       we focus on BBB transport physiology, endothelial and pericyte transporters, and 
       perivascular and paravascular transport. Next, we discuss rare human monogenic 
       neurological disorders with the primary genetic defect in BBB-associated cells 
       demonstrating the link between BBB breakdown and neurodegeneration. Then, we 
       review the effects of genes underlying inheritance and/or increased 
       susceptibility for Alzheimer's disease (AD), Parkinson's disease (PD), 
       Huntington's disease, and amyotrophic lateral sclerosis (ALS) on BBB in relation 
       to other pathologies and neurological deficits. We next examine how BBB 
       dysfunction relates to neurological deficits and other pathologies in the 
       majority of sporadic AD, PD, and ALS cases, multiple sclerosis, other 
